Geo_FIPS	Geo_GEOID	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_BTTR	Geo_BTBG	Geo_PUMA5	Geo_PUMA1	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A02001_001	SE_A02001_002	SE_A02001_003	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_A12003_001	SE_A12003_002	SE_A12003_003	SE_A17002_001	SE_A17002_002	SE_A17002_003	SE_A17002_004	SE_A17002_005	SE_A17002_006	SE_A17002_007	SE_A17005_001	SE_A17005_002	SE_A17005_003	SE_A14006_001	SE_A10018_001	SE_A10018_002	SE_A10018_003	SE_A14026_001	SE_A14026_002	SE_A14026_003	SE_A14026_004	SE_A14026_005	SE_A10044_001	SE_A10044_002	SE_A10044_003	SE_A10047_001	SE_A10047_002	SE_A10047_003	SE_A10047_004	SE_A10036_001	SE_A18009_001	SE_A10041_001	SE_A10041_002	SE_A10041_003	SE_A10041_004	SE_A10041_005	SE_A10041_006	SE_A10041_007	SE_A10041_008	SE_B09001_001	SE_B09001_002	SE_B09001_003	SE_B09001_004	SE_B09001_005	SE_B09001_006	SE_B09001_007	SE_B09001_008
"11411428"	"86000US11428"	"11428 ZCTA5"	"11428 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11428"	""	""	""	""	""	""	""	""	""	""	""	""	19736	23703.5	0.832619687813225	19736	9524	10212	19736	972	1020	1056	817	2011	2717	2672	3338	2649	1637	674	173	19736	4457	3855	9	5595	77	3638	2105	13860	2543	4941	3979	1729	510	115	43	1049	0	1049	16412	10234	0	10234	9615	619	6178	10234	9615	619	68675	5566	297	5269	27358	52088	81615	119264	186688	5924	5566	358	358	110	29	219	432400	1401	3597	2673	446	138	308	0	2227	924	9154	250	1181	1250	1944	1436	1880	1213
"11411429"	"86000US11429"	"11429 ZCTA5"	"11429 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013457"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11429"	""	""	""	""	""	""	""	""	""	""	""	""	26739	20551.45	1.30107591232083	26739	12642	14097	26739	1123	1303	1673	1061	2898	3821	3576	4096	3568	2204	1087	329	26739	1163	20998	117	863	46	2743	809	18681	2772	5688	6181	2711	1109	120	100	1407	50	1357	22344	15581	0	15581	13016	2565	6763	15581	13016	2565	77037	7405	411	6994	28917	58919	90335	130366	194965	7867	7405	462	462	37	104	321	393700	1371	5208	4025	479	108	371	26	3520	1183	12626	181	1044	1306	2487	2629	2938	2041
"11411430"	"86000US11430"	"11430 ZCTA5"	"11430 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013458"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11430"	""	""	""	""	""	""	""	""	""	""	""	""	179	25.14836	7.11775961896349	179	148	31	179	4	0	0	0	28	21	44	54	23	5	0	0	179	16	129	0	0	0	27	7	147	63	30	37	11	6	0	0	0	0	0	175	103	0	103	61	42	72	103	61	42	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	61	11	0	13	7	0	5	25
"11411432"	"86000US11432"	"11432 ZCTA5"	"11432 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013459"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11432"	""	""	""	""	""	""	""	""	""	""	""	""	64686	30098.67	2.14913119288584	64686	30530	34156	64686	4400	3624	3981	2154	8499	9512	8401	8026	7548	4770	2639	1132	64686	14659	10431	280	26885	0	9888	2543	42028	9188	9062	8679	9649	3844	1020	586	4749	93	4656	51977	31848	0	31848	28630	3218	20129	31848	28630	3218	52277	18487	940	17547	22443	41059	65739	108155	204475	19814	18487	1327	1327	316	39	972	541200	1356	6768	4244	756	138	618	15	3473	2524	27379	966	3186	2637	3789	6169	8291	2341
"11411433"	"86000US11433"	"11433 ZCTA5"	"11433 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013460"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11433"	""	""	""	""	""	""	""	""	""	""	""	""	34703	22360.78	1.55195854189286	34703	16228	18475	34703	2253	2454	2674	1711	3846	5023	4492	4617	3798	2189	1201	445	34703	1480	23416	101	2289	0	6414	1003	21765	4855	7361	5876	2464	985	158	66	2108	84	2024	26780	17660	0	17660	14665	2995	9120	17660	14665	2995	45820	10398	899	9499	17695	36284	57164	96056	153382	11686	10398	1288	1288	142	279	867	375900	1134	4378	3579	426	54	372	9	3144	799	14003	143	1523	1321	2321	2816	4223	1656
"11411434"	"86000US11434"	"11434 ZCTA5"	"11434 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013461"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11434"	""	""	""	""	""	""	""	""	""	""	""	""	66279	20464.05	3.23880110641439	66279	29229	37050	66279	4424	4001	4208	2818	6576	9779	8366	9480	7566	4667	2855	1539	66279	1839	58855	0	1037	0	3408	1140	44252	6148	14533	13706	6672	2863	210	120	3424	154	3270	52700	34280	9	34271	30975	3296	18420	34271	30975	3296	57454	20968	1192	19776	26544	46376	71198	109754	165375	22080	20968	1112	1112	133	288	691	380500	1138	10288	7682	1058	412	646	35	6589	2606	28426	877	3198	3128	5322	4942	6686	4273
"11411435"	"86000US11435"	"11435 ZCTA5"	"11435 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013462"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11435"	""	""	""	""	""	""	""	""	""	""	""	""	57627	38048.07	1.51458423745593	57627	28677	28950	57627	3845	3615	3066	1850	4785	10924	8258	8118	6838	3556	2031	741	57627	11556	13942	101	12550	23	16243	3212	40466	9055	11125	9049	7400	3109	548	180	2494	133	2361	46509	32114	0	32114	28080	4034	14395	32114	28080	4034	55268	18979	802	18177	22653	44511	69068	105815	172333	19848	18979	869	869	228	97	544	340500	1353	6683	4171	502	77	425	9	3660	2512	27116	418	2740	2351	4631	6089	8930	1957
"11411436"	"86000US11436"	"11436 ZCTA5"	"11436 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013463"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11436"	""	""	""	""	""	""	""	""	""	""	""	""	20136	25558.68	0.787834152127346	20136	9850	10286	20136	1119	1219	1502	780	2166	3060	2738	3203	2213	1317	540	279	20136	1463	13551	153	1784	0	2441	744	13350	2560	4469	3933	1556	685	78	69	966	38	928	16073	10632	6	10626	9420	1206	5441	10626	9420	1206	66837	5494	552	4942	34777	54862	81013	117690	176538	5987	5494	493	493	66	41	386	369700	1450	3834	2927	290	118	172	6	2631	907	8931	207	1225	752	1583	1617	2230	1317
"11411451"	"86000US11451"	"11451 ZCTA5"	"11451 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013464"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"114"	"11451"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.0355113614426013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11611691"	"86000US11691"	"11691 ZCTA5"	"11691 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013505"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"116"	"11691"	""	""	""	""	""	""	""	""	""	""	""	""	64946	22918.48	2.83378301366647	64946	29462	35484	64946	7070	5524	4742	2569	6357	8702	7333	7664	6912	3869	2998	1206	64946	24927	30136	131	2142	57	5991	1562	38684	10963	9641	9284	5450	2487	508	351	3312	117	3195	46857	27362	35	27327	24626	2701	19495	27327	24626	2701	41190	19869	3125	16744	11821	29540	51337	87008	156396	21779	19869	1910	1910	386	125	1399	434800	1089	4716	3569	644	255	389	20	2905	1147	23550	1698	3806	2332	3429	3554	4296	4435
"11611692"	"86000US11692"	"11692 ZCTA5"	"11692 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013506"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"116"	"11692"	""	""	""	""	""	""	""	""	""	""	""	""	19403	19429.74	0.998623545746158	19403	9033	10370	19403	1365	1685	1512	1092	1559	2395	2354	2881	2325	1130	820	285	19403	5028	11160	180	1145	0	1339	551	12190	3245	2943	3315	1752	720	176	39	1274	31	1243	14605	8265	89	8176	7178	998	6340	8176	7178	998	42333	6298	805	5493	17808	33787	57239	92602	174005	7240	6298	942	942	270	26	646	356600	867	2229	1693	148	70	78	52	1493	536	6941	270	752	440	924	1197	1695	1663
"11611693"	"86000US11693"	"11693 ZCTA5"	"11693 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013507"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"116"	"11693"	""	""	""	""	""	""	""	""	""	""	""	""	12021	12055.39	0.997147091028993	12021	6048	5973	12021	854	745	596	386	1058	1643	1529	2149	1576	965	465	55	12021	6911	2798	0	811	0	964	537	8382	1403	2567	2271	1355	604	137	45	441	1	440	9690	5935	0	5935	5438	497	3755	5935	5438	497	53829	4751	471	4280	18927	36256	68138	110473	170798	5171	4751	420	420	120	70	230	291500	924	2362	1106	146	13	133	16	944	1256	5228	103	410	491	679	797	1463	1285
"11611694"	"86000US11694"	"11694 ZCTA5"	"11694 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013508"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"116"	"11694"	""	""	""	""	""	""	""	""	""	""	""	""	21219	15537.74	1.36564300684019	21219	10869	10350	21219	1230	1118	1394	941	1114	2514	2093	3333	3176	2211	1380	715	21219	17345	1684	130	652	0	1212	196	15422	1696	3335	4387	3401	1896	439	268	992	50	942	17208	9823	0	9823	9164	659	7385	9823	9164	659	79145	8150	454	7696	30393	63785	91436	150480	250001	9347	8150	1197	1197	297	57	843	611300	1250	4148	2430	446	131	315	27	1957	1718	8706	722	1010	823	1558	1416	1862	1315
"11611697"	"86000US11697"	"11697 ZCTA5"	"11697 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013509"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"116"	"11697"	""	""	""	""	""	""	""	""	""	""	""	""	3928	1769.525	2.21980526550702	3928	1902	2026	3928	175	259	336	158	267	223	394	613	631	365	337	170	3928	3776	13	0	10	0	117	12	2733	87	576	780	715	416	121	38	124	0	124	3066	1782	0	1782	1693	89	1284	1782	1693	89	100909	1496	37	1459	41971	71500	122682	178833	250001	2377	1496	881	881	0	0	881	548100	""	1451	739	53	10	43	5	681	712	1575	151	171	213	270	231	378	161
"20020001"	"86000US20001"	"20001 ZCTA5"	"20001 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016766"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20001"	""	""	""	""	""	""	""	""	""	""	""	""	44998	20647.03	2.17939388136161	44998	21903	23095	44998	1769	1422	1043	684	8542	14120	6464	4244	3489	1859	962	400	44998	17607	20991	14	3099	0	2075	1212	31538	3387	4285	3917	9395	6532	3118	904	2400	26	2374	40530	29653	231	29422	27564	1858	10877	29422	27564	1858	92528	18266	1146	17120	22000	65430	116313	182116	250001	20330	18266	2064	2064	550	282	1232	585400	1684	6257	5458	829	186	643	5	4624	799	25808	1296	7012	5802	6073	4207	1208	210
"20020002"	"86000US20002"	"20002 ZCTA5"	"20002 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016767"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20002"	""	""	""	""	""	""	""	""	""	""	""	""	59659	11347.84	5.25730119212908	59659	28845	30814	59659	3923	2209	1998	987	5777	16642	9582	6999	6302	3208	1342	690	59659	25321	29554	147	1788	19	1202	1628	44765	4644	7470	7575	11949	8640	2844	1643	1921	68	1853	51200	37145	298	36847	33841	3006	14055	36847	33841	3006	77293	25395	1799	23596	21774	58609	100736	160986	250001	28609	25395	3214	3214	1364	272	1578	539600	1375	10355	8411	1607	314	1293	31	6773	1944	31995	1610	6443	7741	7704	5672	2146	679
"20020003"	"86000US20003"	"20003 ZCTA5"	"20003 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016768"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20003"	""	""	""	""	""	""	""	""	""	""	""	""	29071	12966.67	2.24197834121239	29071	15335	13736	29071	1574	1019	637	348	2317	8798	5190	3178	3097	1825	734	354	29071	17822	9310	66	731	0	293	849	23176	1394	2958	2349	6952	5777	2646	1100	738	118	620	25785	18231	302	17929	16914	1015	7554	17929	16914	1015	113750	12164	493	11671	49149	90196	138634	204800	250001	13361	12164	1197	1197	339	29	829	695300	1788	5700	4734	919	205	714	40	3775	966	15918	1069	3708	4566	3753	2143	547	132
"20020004"	"86000US20004"	"20004 ZCTA5"	"20004 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016769"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20004"	""	""	""	""	""	""	""	""	""	""	""	""	1708	4905.667	0.348168794604454	1708	923	785	1708	73	9	7	0	39	454	396	335	189	166	18	22	1708	1317	69	0	235	0	15	72	1580	0	18	76	526	471	348	141	0	0	0	1619	1446	45	1401	1307	94	173	1401	1307	94	139306	1148	22	1126	78604	126906	153532	243648	250001	1615	1148	467	467	145	45	277	535000	2509	489	361	37	10	27	0	324	128	1175	159	419	252	205	111	29	0
"20020005"	"86000US20005"	"20005 ZCTA5"	"20005 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016770"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20005"	""	""	""	""	""	""	""	""	""	""	""	""	13063	30655.31	0.426125140348141	13063	6626	6437	13063	486	128	114	12	989	5318	2285	1655	1110	606	234	126	13063	8443	1610	63	1007	27	1107	806	11334	866	1038	1122	3252	3077	1453	526	103	0	103	12325	10428	16	10412	10109	303	1897	10412	10109	303	91204	8175	229	7946	35083	74398	111881	181395	250001	8978	8175	803	803	574	13	216	506900	1801	1813	1617	210	13	197	0	1407	196	9722	1020	3062	2526	1680	1087	298	49
"20020006"	"86000US20006"	"20006 ZCTA5"	"20006 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016771"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20006"	""	""	""	""	""	""	""	""	""	""	""	""	2920	8612.431	0.339044814107247	2920	1475	1445	2920	0	0	0	53	2371	273	98	13	55	28	14	15	2920	2017	295	4	403	0	62	139	496	6	4	39	181	220	18	28	1500	0	1500	2920	1245	0	1245	1131	114	1675	1245	1131	114	35119	668	0	668	2499	18250	46269	82229	170800	757	668	89	89	41	0	48	250000	1703	22	3	3	3	0	0	0	19	1035	233	409	133	144	82	28	6
"20020007"	"86000US20007"	"20007 ZCTA5"	"20007 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016772"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20007"	""	""	""	""	""	""	""	""	""	""	""	""	26415	8785.397	3.00669385340781	26415	12589	13826	26415	1435	894	751	375	4595	5844	3536	2740	2674	2012	1087	472	26415	22056	1416	48	1723	0	251	921	18365	417	807	1353	5637	5667	2694	1790	1053	27	1026	23263	16714	0	16714	16017	697	6549	16714	16017	697	119510	11870	70	11800	47448	91680	155256	250001	250001	13226	11870	1356	1356	376	32	948	911500	1804	6285	4470	923	178	745	93	3454	1815	14261	1202	3788	3459	3088	1996	561	167
"20020008"	"86000US20008"	"20008 ZCTA5"	"20008 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016773"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20008"	""	""	""	""	""	""	""	""	""	""	""	""	28261	9306.478	3.03670210055027	28261	12455	15806	28261	1107	1279	555	333	2007	7745	4324	3221	2788	2845	1353	704	28261	22509	2312	78	1688	0	875	799	22980	321	564	1668	7085	6374	4496	2472	344	1	343	25195	19856	32	19824	19358	466	5339	19824	19358	466	111614	15357	75	15282	54545	91956	131809	227479	250001	16940	15357	1583	1583	692	0	891	742500	1829	5864	4156	767	243	524	14	3375	1708	17813	815	2960	5056	5283	2689	872	138
"20020009"	"86000US20009"	"20009 ZCTA5"	"20009 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016774"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20009"	""	""	""	""	""	""	""	""	""	""	""	""	51508	39168.76	1.31502771441412	51508	26945	24563	51508	2085	1423	784	511	3804	20422	9016	5652	4188	2427	920	276	51508	34531	9863	52	2835	116	2400	1711	42901	2737	3026	3553	13480	12410	5356	2339	788	35	753	47068	39522	101	39421	37321	2100	7546	39421	37321	2100	97563	26999	857	26142	41049	77494	120591	178367	250001	28886	26999	1887	1887	742	176	969	613400	1728	9432	7754	1119	297	822	17	6618	1678	34835	1133	6937	9664	9913	5133	1520	535
"20020010"	"86000US20010"	"20010 ZCTA5"	"20010 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016775"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20010"	""	""	""	""	""	""	""	""	""	""	""	""	32421	29906.49	1.08407915403469	32421	16331	16090	32421	2449	1292	937	611	2635	10671	5102	3546	2440	1598	733	407	32421	16315	8880	62	1285	0	4705	1174	24497	4196	3796	2704	5952	5428	1652	769	924	21	903	27596	21763	19	21744	20515	1229	5833	21744	20515	1229	69371	12762	428	12334	26783	54670	88755	148219	250001	13692	12762	930	930	264	72	594	543800	1314	4137	3439	599	212	387	10	2830	698	19360	502	2486	4665	5958	4030	1457	262
"20020011"	"86000US20011"	"20011 ZCTA5"	"20011 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016776"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20011"	""	""	""	""	""	""	""	""	""	""	""	""	67349	13809.32	4.87706854240251	67349	32335	35014	67349	4899	4052	2889	2023	4565	13260	9725	9186	8297	4281	2592	1580	67349	12182	41262	552	1241	22	10371	1719	48921	7371	10860	11412	9746	6466	2010	1056	2234	71	2163	54682	38644	51	38593	35394	3199	16038	38593	35394	3199	64309	24372	1102	23270	24086	51543	85222	139000	250001	26380	24372	2008	2008	383	192	1433	448500	1132	12819	9546	1788	666	1122	85	7673	3273	33544	909	4522	7645	9439	7157	2985	887
"20020012"	"86000US20012"	"20012 ZCTA5"	"20012 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016777"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20012"	""	""	""	""	""	""	""	""	""	""	""	""	14457	6392.218	2.26165642466297	14457	6928	7529	14457	802	766	643	400	914	1951	2039	2260	2073	1384	862	363	14457	3695	8960	47	282	10	917	546	10932	813	1729	2090	2463	2273	1063	501	420	0	420	12082	8293	15	8278	7581	697	3789	8278	7581	697	80369	5898	162	5736	31380	65091	105328	190194	250001	6375	5898	477	477	163	59	255	577700	1223	3622	2815	730	126	604	80	2005	807	6983	246	655	1394	2182	1873	553	80
"20020015"	"86000US20015"	"20015 ZCTA5"	"20015 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016778"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20015"	""	""	""	""	""	""	""	""	""	""	""	""	16323	4728.837	3.45180016278068	16323	7933	8390	16323	1000	1215	1289	532	680	1621	2185	2505	2114	1742	978	462	16323	13184	1606	124	750	0	147	512	11607	239	463	803	3707	3250	2180	965	601	17	584	12663	8745	18	8727	8427	300	3918	8727	8427	300	165425	6468	118	6350	59908	120978	213230	250001	250001	6812	6468	344	344	70	83	191	932700	1707	4504	3292	833	130	703	24	2435	1212	7275	384	855	1665	2366	1769	176	60
"20020016"	"86000US20016"	"20016 ZCTA5"	"20016 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016779"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20016"	""	""	""	""	""	""	""	""	""	""	""	""	35192	7926.253	4.43992906530841	35192	15966	19226	35192	1826	1991	1526	911	6064	3407	4744	4882	3873	3534	1615	819	35192	28526	2221	60	2129	0	520	1736	22874	455	849	1955	6835	7104	3576	2100	3594	24	3570	29568	18964	73	18891	18096	795	10604	18891	18096	795	127936	14069	259	13810	47012	104908	166089	250001	250001	14942	14069	873	873	225	35	613	847600	1940	9493	7160	1445	208	1237	9	5706	2333	16323	1124	3285	3663	4565	3000	530	156
"20020017"	"86000US20017"	"20017 ZCTA5"	"20017 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016780"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20017"	""	""	""	""	""	""	""	""	""	""	""	""	20371	9219.388	2.20958282432197	20371	9183	11188	20371	1790	1016	609	494	1878	3731	2775	2080	2491	1442	1322	743	20371	4548	13322	341	482	12	1015	651	14584	1458	3041	3054	2921	2860	730	520	775	44	731	16857	10747	13	10734	9351	1383	6110	10734	9351	1383	69000	7794	484	7310	25430	54022	86101	129879	246368	8346	7794	552	552	149	8	395	410300	1356	4351	3188	610	231	379	21	2557	1163	8644	323	1320	1832	2477	1961	634	97
"20020018"	"86000US20018"	"20018 ZCTA5"	"20018 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016781"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20018"	""	""	""	""	""	""	""	""	""	""	""	""	20363	6752.151	3.0157796097897	20363	9392	10971	20363	1913	927	845	713	1609	2797	2837	2490	2670	1738	1186	638	20363	2927	16572	11	276	0	249	328	14356	2026	3502	3692	2745	1734	466	191	849	14	835	16485	9800	12	9788	8475	1313	6685	9788	8475	1313	60258	7861	760	7101	15403	41199	79495	129121	216020	8420	7861	559	559	162	56	341	410100	898	4452	3452	755	249	506	8	2689	1000	8016	350	1525	1563	1998	1469	870	241
"20020019"	"86000US20019"	"20019 ZCTA5"	"20019 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016782"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20019"	""	""	""	""	""	""	""	""	""	""	""	""	57962	9393.803	6.17023785438388	57962	25232	32730	57962	5092	4146	3380	2473	6649	8109	6696	7341	7035	4048	1967	1026	57962	719	55245	115	113	12	1193	565	36222	6044	14872	10308	2983	1644	247	124	3564	123	3441	44585	26724	0	26724	21428	5296	17861	26724	21428	5296	34952	23190	2950	20240	11801	26026	44704	75121	139171	26551	23190	3361	3361	1017	166	2178	229900	913	7584	5455	975	529	446	26	4454	2129	20508	579	3091	3865	5678	3886	2497	912
"20020020"	"86000US20020"	"20020 ZCTA5"	"20020 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016783"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20020"	""	""	""	""	""	""	""	""	""	""	""	""	54955	11912.38	4.61326770625964	54955	24526	30429	54955	4540	4498	3782	2378	5480	8498	6722	7277	6393	3354	1628	405	54955	1344	51370	172	312	31	1130	596	34277	5436	13745	9274	3138	2142	381	161	2979	115	2864	41212	23421	51	23370	19463	3907	17791	23370	19463	3907	33196	21310	2494	18816	10821	24874	43417	76495	156250	24829	21310	3519	3519	1393	205	1921	268600	998	5980	4041	751	289	462	129	3161	1939	18757	638	3000	3359	4782	3813	2519	646
"20020024"	"86000US20024"	"20024 ZCTA5"	"20024 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0016784"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"200"	"20024"	""	""	""	""	""	""	""	""	""	""	""	""	12183	4660.638	2.61401983329653	12183	5582	6601	12183	500	306	280	175	968	3180	1814	1420	1543	1195	620	182	12183	5582	5344	118	629	22	70	418	9954	684	881	1553	2923	2725	673	515	170	0	170	10995	7979	79	7900	7355	545	3016	7900	7355	545	75703	7159	409	6750	26969	54777	94521	145472	233506	7824	7159	665	665	188	58	419	353200	1461	2869	2117	308	137	171	0	1809	752	7000	361	1814	1691	1599	1121	314	100
