Geo_FIPS	Geo_GEOID	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_BTTR	Geo_BTBG	Geo_PUMA5	Geo_PUMA1	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A02001_001	SE_A02001_002	SE_A02001_003	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_A12003_001	SE_A12003_002	SE_A12003_003	SE_A17002_001	SE_A17002_002	SE_A17002_003	SE_A17002_004	SE_A17002_005	SE_A17002_006	SE_A17002_007	SE_A17005_001	SE_A17005_002	SE_A17005_003	SE_A14006_001	SE_A10018_001	SE_A10018_002	SE_A10018_003	SE_A14026_001	SE_A14026_002	SE_A14026_003	SE_A14026_004	SE_A14026_005	SE_A10044_001	SE_A10044_002	SE_A10044_003	SE_A10047_001	SE_A10047_002	SE_A10047_003	SE_A10047_004	SE_A10036_001	SE_A18009_001	SE_A10041_001	SE_A10041_002	SE_A10041_003	SE_A10041_004	SE_A10041_005	SE_A10041_006	SE_A10041_007	SE_A10041_008	SE_B09001_001	SE_B09001_002	SE_B09001_003	SE_B09001_004	SE_B09001_005	SE_B09001_006	SE_B09001_007	SE_B09001_008
"10010035"	"86000US10035"	"10035 ZCTA5"	"10035 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013140"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10035"	""	""	""	""	""	""	""	""	""	""	""	""	34187	24485.24	1.39622886283643	34187	16948	17239	34187	2006	1862	1718	977	3619	6350	4756	4936	3854	2374	1153	582	34187	7486	14313	279	1879	35	8796	1399	24005	7640	5543	4911	3479	1780	385	267	1645	172	1473	28410	14271	0	14271	12921	1350	14139	14271	12921	1350	26893	13480	2727	10753	9837	18494	38899	71681	156806	14785	13480	1305	1305	675	120	510	472700	758	1167	967	111	51	60	14	842	200	12271	672	1253	1868	3788	2940	1349	401
"10010036"	"86000US10036"	"10036 ZCTA5"	"10036 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013141"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10036"	""	""	""	""	""	""	""	""	""	""	""	""	25987	58623.42	0.443286995924305	25987	14628	11359	25987	761	363	130	338	2774	7741	4619	3681	3038	1743	597	202	25987	16688	1945	119	5008	0	1704	523	21621	1003	1535	2861	9675	4681	1163	703	443	106	337	24597	19932	0	19932	18641	1291	4665	19932	18641	1291	83812	15568	535	15033	25635	57325	106399	186983	250001	19053	15568	3485	3485	1404	223	1858	825800	2053	1614	1179	186	0	186	0	993	435	17379	1342	4758	4365	3597	1803	1111	403
"10010037"	"86000US10037"	"10037 ZCTA5"	"10037 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013142"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10037"	""	""	""	""	""	""	""	""	""	""	""	""	20112	76185.7	0.263986551289041	20112	8762	11350	20112	1511	1226	1263	676	1429	3985	2457	2385	2437	1260	862	621	20112	2161	14880	6	503	19	1392	1151	14007	2045	3080	3671	3044	1561	500	106	801	49	752	15914	9806	0	9806	8539	1267	6108	9806	8539	1267	39463	9317	678	8639	12873	27589	51419	82187	151412	10086	9317	769	769	335	81	353	412000	1068	563	141	14	0	14	0	127	422	7939	417	769	963	1911	2611	933	335
"10010038"	"86000US10038"	"10038 ZCTA5"	"10038 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013143"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10038"	""	""	""	""	""	""	""	""	""	""	""	""	22300	74935.07	0.297590954089363	22300	10409	11891	22300	821	608	600	398	3059	5835	3105	2320	2411	1467	1075	601	22300	11212	1940	66	7460	0	1041	581	16814	2720	2321	1678	5921	2751	1126	297	1481	0	1481	20150	13061	0	13061	12285	776	7089	13061	12285	776	82910	10048	1038	9010	16319	52047	111043	191353	250001	11235	10048	1187	1187	137	35	1015	637000	2185	2652	1058	108	21	87	0	950	1594	11162	1274	2602	2973	2259	1342	437	275
"10010039"	"86000US10039"	"10039 ZCTA5"	"10039 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013144"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10039"	""	""	""	""	""	""	""	""	""	""	""	""	27471	59322.74	0.463077049005632	27471	12245	15226	27471	2201	1706	2145	926	3118	4922	3753	3372	2800	1209	968	351	27471	3260	17984	277	388	12	4473	1077	17375	3528	4510	4472	3046	1436	158	225	1458	30	1428	21171	13549	21	13528	11189	2339	7622	13528	11189	2339	32257	10856	1475	9381	11816	25738	40600	72762	127620	11531	10856	675	675	258	12	405	390600	882	1338	775	66	0	66	0	709	563	10532	306	950	1774	2131	3353	1523	495
"10010040"	"86000US10040"	"10040 ZCTA5"	"10040 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013145"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10040"	""	""	""	""	""	""	""	""	""	""	""	""	45033	119483.2	0.376898271343342	45033	21010	24023	45033	2304	2002	2088	1276	4583	8671	6219	6284	5128	3224	1792	1462	45033	16353	4635	361	1320	0	19906	2458	32780	9884	5321	6722	6487	3197	639	530	1714	180	1534	38235	25170	8	25162	22608	2554	13065	25162	22608	2554	45811	16086	1373	14713	16784	35449	55884	89613	161871	17123	16086	1037	1037	254	150	633	356900	1235	1660	784	43	0	43	0	741	876	20020	808	1984	2371	3437	6662	3493	1265
"10010044"	"86000US10044"	"10044 ZCTA5"	"10044 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013146"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10044"	""	""	""	""	""	""	""	""	""	""	""	""	11731	48540.19	0.241676023209374	11731	5408	6323	11731	669	180	335	289	1113	2310	1769	1488	1510	1143	625	300	11731	6234	1710	0	3034	0	255	498	9145	1018	1321	1054	2128	1884	689	1051	266	0	266	10490	5717	0	5717	5371	346	4773	5717	5371	346	86483	4790	368	4422	32336	70417	104833	173070	250001	5366	4790	576	576	385	58	133	626900	2181	777	463	0	0	0	0	463	314	5274	39	286	725	1992	1698	402	132
"10010065"	"86000US10065"	"10065 ZCTA5"	"10065 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013147"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10065"	""	""	""	""	""	""	""	""	""	""	""	""	30001	77659.98	0.386312214573967	30001	13134	16867	30001	1788	1151	807	325	1550	6698	4802	3766	2938	3067	2010	1099	30001	26148	1010	14	2329	18	130	352	24380	258	1685	2423	9923	5096	3635	1360	344	10	334	26159	19101	20	19081	18415	666	7058	19081	18415	666	118310	16468	320	16148	46244	94062	159042	250001	250001	22055	16468	5587	5587	1402	393	3792	1370200	2251	5739	2479	162	13	149	0	2317	3260	16519	1895	4097	4250	3220	2073	663	321
"10010069"	"86000US10069"	"10069 ZCTA5"	"10069 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013148"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10069"	""	""	""	""	""	""	""	""	""	""	""	""	5231	50215.45	0.10417113901686	5231	2573	2658	5231	490	411	104	75	180	1396	1119	764	452	149	66	25	5231	3764	158	0	1161	0	0	148	3971	46	224	217	1516	1205	545	218	39	0	39	4171	3412	0	3412	3214	198	759	3412	3214	198	155702	2629	26	2603	42363	133345	195941	250001	250001	3591	2629	962	962	65	68	829	1539500	3064	658	409	37	13	24	0	372	249	3017	83	232	781	1378	477	42	24
"10010075"	"86000US10075"	"10075 ZCTA5"	"10075 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013149"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10075"	""	""	""	""	""	""	""	""	""	""	""	""	23353	126546.7	0.184540623354239	23353	10155	13198	23353	813	628	928	548	1161	3889	3537	2799	3224	3170	1739	917	23353	20558	341	0	1152	0	699	603	19275	446	1096	2457	7376	4702	2088	1110	790	0	790	20853	14566	0	14566	13975	591	6287	14566	13975	591	114481	12766	236	12530	46570	88334	146204	250001	250001	14955	12766	2189	2189	638	57	1494	835600	2037	5111	2200	142	0	142	0	2058	2911	12865	1035	1774	2691	4117	2786	462	0
"10110103"	"86000US10103"	"10103 ZCTA5"	"10103 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013150"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10103"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00956606748757137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110110"	"86000US10110"	"10110 ZCTA5"	"10110 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013151"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10110"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.0103131751961785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110111"	"86000US10111"	"10111 ZCTA5"	"10111 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013152"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10111"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00369731442771163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110112"	"86000US10112"	"10112 ZCTA5"	"10112 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013153"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10112"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00588921647513425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110115"	"86000US10115"	"10115 ZCTA5"	"10115 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013154"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10115"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00255522419408893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110119"	"86000US10119"	"10119 ZCTA5"	"10119 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013155"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10119"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.0164529719828818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110128"	"86000US10128"	"10128 ZCTA5"	"10128 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013156"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10128"	""	""	""	""	""	""	""	""	""	""	""	""	63006	133865	0.470668203868126	63006	26811	36195	63006	3569	2541	2333	1169	3396	14673	9056	9022	6714	5845	3256	1432	63006	50826	3094	9	5828	0	940	2309	49998	1458	3780	4539	20221	11320	6237	2443	1455	0	1455	54292	39585	72	39513	37735	1778	14707	39513	37735	1778	103817	32151	1090	31061	40104	80482	131417	232497	250001	35446	32151	3295	3295	1096	250	1949	926600	2056	10252	5327	569	37	532	0	4758	4925	33973	1120	3579	7040	10141	7978	3433	682
"10110152"	"86000US10152"	"10152 ZCTA5"	"10152 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013157"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10152"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00479654731991036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110153"	"86000US10153"	"10153 ZCTA5"	"10153 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013158"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10153"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00474172081106167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110154"	"86000US10154"	"10154 ZCTA5"	"10154 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013159"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10154"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00478071713073574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110162"	"86000US10162"	"10162 ZCTA5"	"10162 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013160"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10162"	""	""	""	""	""	""	""	""	""	""	""	""	1253	110225.4	0.0113676202360783	1253	575	678	1253	191	77	37	0	0	88	310	115	103	183	149	0	1253	1069	0	0	94	0	0	90	948	0	0	97	312	349	97	93	0	0	0	948	768	0	768	728	40	180	768	728	40	178822	625	0	625	89461	140556	250001	250001	250001	783	625	158	158	24	0	134	""	2735	0	0	0	0	0	0	0	0	633	0	41	49	301	242	0	0
"10110165"	"86000US10165"	"10165 ZCTA5"	"10165 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013161"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10165"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.0050417222010295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110167"	"86000US10167"	"10167 ZCTA5"	"10167 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013162"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10167"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00478612256118561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110168"	"86000US10168"	"10168 ZCTA5"	"10168 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013163"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10168"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00510079583380309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110169"	"86000US10169"	"10169 ZCTA5"	"10169 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013164"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10169"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00383167798460842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110170"	"86000US10170"	"10170 ZCTA5"	"10170 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013165"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10170"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00962205230294503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110171"	"86000US10171"	"10171 ZCTA5"	"10171 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013166"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10171"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00481469412213493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110172"	"86000US10172"	"10172 ZCTA5"	"10172 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10172"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00479345850251044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110173"	"86000US10173"	"10173 ZCTA5"	"10173 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013168"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10173"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00474789844586153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110174"	"86000US10174"	"10174 ZCTA5"	"10174 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013169"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10174"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00510581516207797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110177"	"86000US10177"	"10177 ZCTA5"	"10177 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013170"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10177"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00209305989062498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10110199"	"86000US10199"	"10199 ZCTA5"	"10199 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013171"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101"	"10199"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.0257642120349592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10210271"	"86000US10271"	"10271 ZCTA5"	"10271 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013172"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"102"	"10271"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00261738664426244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10210278"	"86000US10278"	"10278 ZCTA5"	"10278 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013173"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"102"	"10278"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.0129846161449397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10210279"	"86000US10279"	"10279 ZCTA5"	"10279 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013174"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"102"	"10279"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.00417183400077529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10210280"	"86000US10280"	"10280 ZCTA5"	"10280 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013175"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"102"	"10280"	""	""	""	""	""	""	""	""	""	""	""	""	9845	71095.59	0.13847554506044	9845	4921	4924	9845	815	688	479	111	409	1853	2351	1442	974	549	159	15	9845	7584	156	0	1630	0	190	285	7343	33	130	785	3146	2041	931	277	194	0	194	7849	6550	0	6550	6277	273	1299	6550	6277	273	146875	4800	68	4732	66208	121277	186111	249236	250001	5303	4800	503	503	140	41	322	705400	2936	1132	599	55	0	55	38	506	533	5912	451	1370	970	1591	928	312	290
